,PDB,SP
5589,1UJ8,P0C0L9
5590,1UJB,P76502
5591,1UJM,Q9UUN9
5592,1UJP,P16608
5593,1UK0,P09874
5594,1UKF,Q52430
5595,1UKH,Q9WVI9
5596,1UKM,Q7T2Q1
5597,1UKV,P39958
5598,1UKY,P15700
5599,1UL3,Q55247
5600,1UL9,Q9P4R8
5601,1ULI,Q53122
5602,1ULK,Q9AYP9
5603,1ULR,Q5SKS6
5604,1ULT,Q5SKN9
5605,1UM0,P56122
5606,1UM8,O25926
5607,1UM9,Q5SLR4
5608,1UMG,F9VMT6
5609,1UMH,Q80UW2
5610,1UMK,P00387
5611,1UMN,P0CB53
5612,1UMO,Q8WWM9
5613,1UMR,O93426
5614,1UMY,O09171
5615,1UMZ,Q8GZD5
5616,1UN8,P45510
5617,1UOC,P39008
5618,1UOK,P21332
5619,1UOU,P19971
5620,1UOY,P83799
5621,1UP4,Q9X108
5622,1UP8,O81959
5623,1UPA,Q9LCV9
5624,1UPK,Q9Y376
5625,1UPQ,Q9H4M7
5626,1UPT,P40616
5627,1UQR,P43877
5628,1UQW,P75797
5629,1URH,P31142
5630,1URJ,P04296
5631,1URR,Q9VF36
5632,1US7,Q16543
5633,1USD,P50552
5634,1USG,P04816
5635,1USL,P9WKD7
5636,1USQ,P24093
5637,1USR,P32884
5638,1USU,Q12449
5639,1USW,O42807
5640,1USZ,Q57254
5641,1UT4,Q9C932
5642,1UTE,P09889
5643,1UTG,P02779
5644,1UTU,Q7Z589
5645,1UTY,P23065
5646,1UUF,P75691
5647,1UUH,P16070
5648,1UUJ,P63005
5649,1UUM,Q63707
5650,1UUN,A0QR29
5651,1UUR,O00910
5652,1UUZ,Q9HXB1
5653,1UV0,Q06141
5654,1UV4,P94522
5655,1UV7,P41851
5656,1UVH,P0C558
5657,1UVZ,Q99757
5658,1UW4,Q9BZI7
5659,1UW5,Q00169
5660,1UWH,P15056
5661,1UWK,P25080
5662,1UWV,P55135
5663,1UWW,P06564
5664,1UWY,P14384
5665,1UX4,P41832
5666,1UX7,P45796
5667,1UX8,O31607
5668,1UXO,P96671
5669,1UYM,P08238
5670,1UYN,E6MVD9
5671,1UYP,O33833
5672,1UZ6,P01811
5673,1UZG,P27915
5674,1UZJ,P35555
5675,1UZL,P9WGT3
5676,1UZR,P9WH71
5677,1UZX,P25604
5678,1V04,P27169
5679,1V05,Q14315
5680,1V0A,P16218
5681,1V0D,O54788
5682,1V0E,Q04830
5683,1V0J,P9WIQ1
5684,1V0Z,Q6XV27
5685,1V19,Q53W83
5686,1V1F,O81223
5687,1V2B,P18212
5688,1V2X,Q5SM16
5689,1V2Z,Q79V62
5690,1V30,O58558
5691,1V33,O57934
5692,1V3T,Q9EQZ5
5693,1V3Y,P43522
5694,1V3Z,P84142
5695,1V4A,P30870
5696,1V4G,P0A6W9
5697,1V4L,Q6TPH0
5698,1V4P,O58307
5699,1V4S,P35557
5700,1V53,P12010
5701,1V57,P77202
5702,1V5I,Q7M4T6
5703,1V5V,O58888
5704,1V5W,Q14565
5705,1V5Y,P46072
5706,1V6A,Q9W7K5
5707,1V6P,P60770
5708,1V6S,P09403
5709,1V6T,O58714
5710,1V71,O59791
5711,1V75,P83134
5712,1V76,O59425
5713,1V77,O59543
5714,1V7L,O59393
5715,1V7M,P40225
5716,1V7R,O59580
5717,1V7V,Q76IQ9
5718,1V7Y,P0A877
5719,1V82,Q9P2W7
5720,1V8B,P50250
5721,1V8D,Q72L49
5722,1V8G,P83827
5723,1V8J,Q922S8
5724,1V8O,Q8ZUJ3
5725,1V8Q,P60493
5726,1V8Z,Q8U093
5727,1V96,O58236
5728,1V9D,O08808
5729,1V9K,P0AA39
5730,1V9N,O59028
5731,1V9S,Q72J35
5732,1VA4,P22862
5733,1VAJ,O57770
5734,1VAP,P51972
5735,1VB3,P00934
5736,1VB5,O58185
5737,1VBG,P11155
5738,1VBJ,Q9GV41
5739,1VBM,P0AGJ9
5740,1VC1,Q9X1F5
5741,1VC3,Q5SKN7
5742,1VC8,Q75UV1
5743,1VCE,O58456
5744,1VCF,Q746I8
5745,1VCK,Q8GI16
5746,1VCL,Q868M7
5747,1VCM,Q5SIA8
5748,1VCR,P07371
5749,1VCV,Q8ZXK7
5750,1VD5,Q9RC92
5751,1VDC,Q39243
5752,1VDD,Q9ZNA2
5753,1VDH,Q5SHL6
5754,1VDR,P15093
5755,1VDX,O57823
5756,1VDZ,O57728
5757,1VE4,P62381
5758,1VE6,Q9YBQ2
5759,1VEA,P10943
5760,1VEC,P26196
5761,1VEF,Q5SHH5
5762,1VF1,P26697
5763,1VF5,P83791
5764,1VF6,Q8NI35
5765,1VFG,O66728
5766,1VG0,P09527
5767,1VGL,Q79V61
5768,1VGO,P29563
5769,1VGW,Q5F829
5770,1VGY,Q9JYL2
5771,1VH0,P0C1V0
5772,1VH1,P04951
5773,1VH3,P44490
5774,1VH4,P77689
5775,1VH6,P39739
5776,1VH9,P0A8Y8
5777,1VHB,P04252
5778,1VHC,P44480
5779,1VHE,P94521
5780,1VHG,P45799
5781,1VHH,Q62226
5782,1VHJ,Q9KPM0
5783,1VHK,P54461
5784,1VHM,P76270
5785,1VHS,P71043
5786,1VHV,O29866
5787,1VHX,O34634
5788,1VI0,P94548
5789,1VI1,P71018
5790,1VI4,Q9KPK1
5791,1VI5,O29132
5792,1VI7,P27862
5793,1VIE,P00383
5794,1VIM,O28478
5795,1VIN,P30274
5796,1VIO,P45124
5797,1VIP,P81458
5798,1VIU,P37128
5799,1VIX,P29745
5800,1VIZ,O34790
5801,1VJ1,Q8VDQ1
5802,1VJ7,Q54089
5803,1VJH,P0C0B0
5804,1VJI,Q8LAH7
5805,1VJU,P84155
5806,1VJV,P43593
5807,1VJW,P46797
5808,1VK0,Q9FNG3
5809,1VK3,Q9X0X3
5810,1VK5,Q9LUJ3
5811,1VK6,P32664
5812,1VKB,Q923B0
5813,1VKH,Q04066
5814,1VKJ,O35310
5815,1VKK,Q9ERL7
5816,1VKM,Q9X1H5
5817,1VKN,Q9X2A2
5818,1VKP,Q8GWW7
5819,1VKY,Q9WZ44
5820,1VKZ,Q9X0X7
5821,1VL2,Q9X2A1
5822,1VLC,Q9WZ26
5823,1VLH,Q9WZK0
5824,1VLI,P39625
5825,1VLK,P03180
5826,1VLO,P27248
5827,1VLP,P39683
5828,1VLQ,Q9WXT2
5829,1VLR,Q9DAR7
5830,1VLU,P54885
5831,1VLV,P96108
5832,1VM0,O22969
5833,1VM6,Q9X1K8
5834,1VM8,Q91YN5
5835,1VM9,Q00458
5836,1VMB,Q9WZ72
5837,1VMD,Q9X0R7
5838,1VMI,P77218
5839,1VMO,P41366
5840,1VP2,Q9WY06
5841,1VP7,Q7VV85
5842,1VPA,Q9X1B3
5843,1VPR,O77206
5844,1VPX,Q9WYD1
5845,1VPZ,O69078
5846,1VQ0,Q9X1B4
5847,1VQ2,P16006
5848,1VQ3,Q9X0X1
5849,1VQT,Q9WYG7
5850,1VQU,Q8YXQ9
5851,1VQV,O67883
5852,1VQW,Q9HFE4
5853,1VR0,Q97E82
5854,1VR2,P35968
5855,1VR3,Q99JT9
5856,1VR4,Q81H14
5857,1VRA,Q9K8V3
5858,1VRB,P46327
5859,1VRP,P04414
5860,1VS0,P9WNV3
5861,1VS3,Q5SHU9
5862,1VSG,P26332
5863,1VST,Q980Q4
5864,1VTM,P03579
5865,1VTN,P55318
5866,1VUB,P62554
5867,1VVJ,P60488
5868,1VYA,B4FK49
5869,1VYB,O00370
5870,1VYF,P29498
5871,1VYI,P22363
5872,1VYJ,P12004
5873,1VYT,P22002
5874,1VYU,P54287
5875,1VYV,D4A055
5876,1VZ0,Q72H91
5877,1VZ6,P0DJQ5
5878,1VZG,Q46495
5879,1VZJ,P22303
5880,1VZM,Q800Y1
5881,1VZO,O75582
5882,1VZV,P09286
5883,1VZW,P16250
5884,1VZY,P37565
5885,1W07,O65202
5886,1W0D,P9WKK9
5887,1W0H,Q8IV48
5888,1W0I,Q8L3X9
5889,1W0M,Q8NKN9
5890,1W15,P50232
5891,1W18,Q43998
5892,1W19,P9WHE9
5893,1W1O,Q9T0N8
5894,1W1W,Q12158
5895,1W1Z,Q59334
5896,1W23,Q9RME2
5897,1W24,Q9UBQ0
5898,1W25,B8GZM2
5899,1W27,P24481
5900,1W2C,P23677
5901,1W2W,Q06489
5902,1W30,P9WHK3
5903,1W36,P08394
5904,1W37,O54288
5905,1W3B,O15294
5906,1W3W,P13928
5907,1W4R,P04183
5908,1W4S,Q90941
5909,1W4X,Q47PU3
5910,1W4Z,P16544
5911,1W53,P40399
5912,1W55,Q9PM68
5913,1W5D,P39844
5914,1W5F,O08398
5915,1W5S,Q9YFU8
5916,1W61,Q4DA80
5917,1W63,P52303
5918,1W66,P9WK83
5919,1W6J,P48449
5920,1W6T,Q97QS2
5921,1W6U,Q16698
5922,1W74,P9WHW3
5923,1W77,P69834
5924,1W78,P08192
5925,1W79,P39045
5926,1W7B,P07355
5927,1W7L,Q16773
5928,1W8A,P24014
5929,1W8G,P67080
5930,1W8I,O28590
5931,1W8J,Q02440
5932,1W91,Q9ZFM2
5933,1W94,O26776
5934,1W97,P45782
5935,1W98,P24864
5936,1W99,P05519
5937,1W9A,O06553
5938,1W9C,O14980
5939,1W9G,P84090
5940,1W9H,O28951
5941,1W9P,Q873X9
5942,1W9S,Q9KG76
5943,1W9Y,Q08506
5944,1WA5,P33307
5945,1WA9,P07663
5946,1WAD,P00133
5947,1WAK,Q96SB4
5948,1WAL,P61495
5949,1WAM,Q48485
5950,1WAP,P19466
5951,1WAQ,P43026
5952,1WAR,P13686
5953,1WB7,P80857
5954,1WBA,P15465
5955,1WBF,O24313
5956,1WBI,P56732
5957,1WBP,Q96QZ7
5958,1WC2,P82186
5959,1WC8,O55013
5960,1WCD,P15480
5961,1WCG,Q95X01
5962,1WCH,Q12923
5963,1WCV,Q72H90
5964,1WCZ,P0C1U8
5965,1WD3,Q8NK89
5966,1WD6,P0ACX3
5967,1WD8,Q9UM07
5968,1WDD,P0C512
5969,1WDE,Q9YDI2
5970,1WDF,P11224
5971,1WDI,Q72JS5
5972,1WDK,P28790
5973,1WDY,Q05823
5974,1WDZ,Q9UQB8
5975,1WE0,K0J4Q8
5976,1WE1,P72849
5977,1WE5,P31434
5978,1WER,P20936
5979,1WF3,Q5SM23
5980,1WFA,P04002
5981,1WFX,Q9YFP5
5982,1WG8,Q5SJD8
5983,1WGC,P10968
5984,1WHI,P04450
5985,1WHO,P43214
5986,1WJ9,Q53WG9
5987,1WJX,Q8RR57
5988,1WKB,O58698
5989,1WKJ,Q5SLV5
5990,1WKM,P56218
5991,1WKO,P93003
5992,1WKP,Q9SXZ2
5993,1WKR,P17576
5994,1WKV,Q9YBL2
5995,1WL4,Q9BWD1
5996,1WL7,Q93HT9
5997,1WL8,O59071
5998,1WLE,Q9N0F3
5999,1WLF,Q5BL07
6000,1WLG,P0A1J1
6001,1WLJ,Q96AZ6
6002,1WLY,Q59I44
6003,1WLZ,Q5THR3
6004,1WM2,P61956
6005,1WMA,P16152
6006,1WMG,Q8K1S3
6007,1WMH,P41743
6008,1WMK,Q9UIK4
6009,1WMM,O58764
6010,1WMR,O00105
6011,1WMS,P51151
6012,1WN2,O74017
6013,1WN5,P0C2P0
6014,1WN7,P77933
6015,1WNB,P77674
6016,1WNC,P59594
6017,1WNH,P70202
6018,1WNI,P20165
6019,1WNR,P61493
6020,1WO8,Q5SHD6
6021,1WOJ,P09543
6022,1WOM,O07015
6023,1WOO,Q9WY54
6024,1WOU,Q9BRA2
6025,1WOV,P74133
6026,1WP0,O75880
6027,1WP1,Q51487
6028,1WP6,P19571
6029,1WP7,Q9IH63
6030,1WP8,O89342
6031,1WPA,Q16625
6032,1WPQ,P21695
6033,1WPW,P50455
6034,1WQ6,Q06455
6035,1WQ8,P67863
6036,1WQ9,P67861
6037,1WQF,P9WGY1
6038,1WQJ,P22692
6039,1WR8,O50129
6040,1WRI,P00237
6041,1WRJ,Q973C7
6042,1WRM,Q9NRW4
6043,1WRU,P08558
6044,1WS0,Q819U0
6045,1WS7,P80728
6046,1WSA,P50286
6047,1WSC,Q976G0
6048,1WSP,O70239
6049,1WSR,P48728
6050,1WT5,P23083
6051,1WT6,Q09013
6052,1WT9,Q9DEF8
6053,1WTA,Q9YAQ8
6054,1WTJ,Q4U331
6055,1WU4,Q9KB30
6056,1WU7,Q9HLX5
6057,1WU8,O58212
6058,1WUE,Q838J7
6059,1WUF,Q927X3
6060,1WUU,P51570
6061,1WUV,P14894
6062,1WUW,P21742
6063,1WV2,Q9I6B4
6064,1WV3,Q932J9
6065,1WVA,P05089
6066,1WVF,P09788
6067,1WVG,P26397
6068,1WVH,Q04205
6069,1WVN,Q15365
6070,1WVR,Q8JI39
6071,1WW4,Q6WY08
6072,1WWB,Q16620
6073,1WWC,Q16288
6074,1WWH,Q8R4R6
6075,1WWJ,P74645
6076,1WWL,P10810
6077,1WWR,O67050
6078,1WX0,Q5SJE8
6079,1WXD,Q5SJF8
6080,1WXE,P18843
6081,1WXR,O88093
6082,1WXW,Q5SIT4
6083,1WY2,O58885
6084,1WY3,P02640
6085,1WY5,O67728
6086,1WY9,O70200
6087,1WYB,P07062
6088,1WYD,Q976I3
6089,1WYE,Q96XN9
6090,1WYG,P22985
6091,1WYK,P27285
6092,1WYT,Q5SKW7
6093,1WYW,P63165
6094,1WYX,P56945
6095,1WZ3,Q9LVK3
6096,1WZ7,P84089
6097,1WZ9,P36952
6098,1WZC,O58690
6099,1WZU,O57767
6100,1WZV,O14933
6101,1WZZ,P37696
6102,1X03,Q99962
6103,1X0J,P25440
6104,1X0L,Q72IW9
6105,1X0R,Q9Y9L0
6106,1X0T,O59248
6107,1X13,P07001
6108,1X19,Q8KGE0
6109,1X1N,Q06801
6110,1X1Q,P16609
6111,1X1R,O08989
6112,1X23,P61077
6113,1X24,Q78EG7
6114,1X25,Q973T6
6115,1X27,Q63767
6116,1X2G,P32099
6117,1X2J,Q9Z2X8
6118,1X3E,Q9AFI5
6119,1X3L,O58231
6120,1X3M,O06961
6121,1X3O,Q5SL79
6122,1X3S,Q9NP72
6123,1X3W,Q02890
6124,1X54,O57980
6125,1X6I,P64559
6126,1X6M,Q51669
6127,1X6V,O43252
6128,1X74,O06543
6129,1X7O,Q9F5K6
6130,1X87,Q5L084
6131,1X8B,P30291
6132,1X8D,P32156
6133,1X8G,P26918
6134,1X8M,Q46938
6135,1X8Z,Q9LNF2
6136,1X92,Q9HVZ0
6137,1X94,Q9KPY2
6138,1X9E,Q9FD71
6139,1X9F,P02218
6140,1X9N,P18858
6141,1X9P,P03276
6142,1X9R,P42849
6143,1XA1,P18357
6144,1XA3,P31572
6145,1XA6,P52757
6146,1XA9,Q9U6Y4
6147,1XAG,Q6GGU4
6148,1XAK,P59635
6149,1XAP,P10826
6150,1XAT,P26841
6151,1XAU,Q7TSA3
6152,1XB0,Q96P09
6153,1XB2,P43896
6154,1XB4,P47142
6155,1XB7,P11474
6156,1XB9,P07222
6157,1XBA,P43405
6158,1XBR,P24781
6159,1XBS,Q9NX01
6160,1XBW,Q8NX62
6161,1XC3,O05510
6162,1XCB,Q9X2V5
6163,1XCD,P21793
6164,1XCQ,P26661
6165,1XCR,Q9H0W9
6166,1XD7,P71036
6167,1XDF,Q9LLQ3
6168,1XDI,P9WHH7
6169,1XDK,Q925J9
6170,1XDN,P86927
6171,1XDO,P0A7B1
6172,1XDQ,P76342
6173,1XDZ,P25813
6174,1XE3,Q81T09
6175,1XE7,Q03629
6176,1XED,P01833
6177,1XEQ,P03502
6178,1XER,P55907
6179,1XEU,P71451
6180,1XEW,Q8TZY2
6181,1XEY,P69908
6182,1XEZ,P09545
6183,1XF1,P15926
6184,1XFB,P09972
6185,1XFC,P9WQA9
6186,1XFD,P42658
6187,1XFH,O59010
6188,1XFI,Q949P3
6189,1XFK,Q9KSQ2
6190,1XFO,O59196
6191,1XG2,P14280
6192,1XG5,Q6UWP2
6193,1XG7,Q8U2D5
6194,1XGW,Q14677
6195,1XHB,O08912
6196,1XHC,Q8U1K9
6197,1XHE,P0A9Q1
6198,1XHG,Q29411
6199,1XHK,Q58812
6200,1XHN,O75629
6201,1XHX,P03680
6202,1XI3,Q8U192
6203,1XI4,P04973
6204,1XI6,Q8TZH9
6205,1XIP,P40477
6206,1XIW,P04234
6207,1XJ5,Q9ZUB3
6208,1XJA,P0A9E0
6209,1XJD,Q04759
6210,1XJT,Q37875
6211,1XJV,Q9NUX5
6212,1XK5,O95149
6213,1XK8,O60888
6214,1XKF,P9WJA3
6215,1XKG,P08176
6216,1XKH,P48632
6217,1XKI,P31025
6218,1XKL,Q6RYA0
6219,1XKP,P61380
6220,1XKR,Q9X006
6221,1XKS,Q8WUM0
6222,1XKT,P49327
6223,1XKW,P42512
6224,1XL3,P69968
6225,1XL6,D9N164
6226,1XL7,Q9DC50
6227,1XLS,Q9WUI9
6228,1XLY,P36068
6229,1XM5,P0A898
6230,1XM8,Q9SID3
6231,1XM9,Q13835
6232,1XMB,P54970
6233,1XME,Q56408
6234,1XMI,P13569
6235,1XMT,Q9CAQ2
6236,1XMZ,Q9GZ28
6237,1XND,P48793
6238,1XNF,P0AFB1
6239,1XNG,O25096
6240,1XNI,Q12888
6241,1XNX,O35627
6242,1XO5,Q99828
6243,1XOC,P42061
6244,1XOK,P24264
6245,1XP3,Q81LV1
6246,1XP8,P42443
6247,1XPP,Q9HIC5
6248,1XQ1,P0DKI3
6249,1XQ4,Q7VU61
6250,1XQ6,Q94EG6
6251,1XQB,P44740
6252,1XQI,Q8ZWY4
6253,1XQO,Q8ZVK6
6254,1XQR,Q9NZL4
6255,1XQZ,P11309
6256,1XR6,P12916
6257,1XRE,Q81JK8
6258,1XRF,O66990
6259,1XRH,P77555
6260,1XRI,Q9ZVN4
6261,1XRS,E3PRJ5
6262,1XS1,P28248
6263,1XS5,O07950
6264,1XSE,Q6QLL4
6265,1XSO,P15107
6266,1XSQ,P77731
6267,1XSR,P63487
6268,1XSV,P67248
6269,1XTA,Q7T1K6
6270,1XTD,E9AXF0
6271,1XTE,Q9ERE3
6272,1XTF,P0DPI0
6273,1XTO,Q88QV5
6274,1XTQ,Q15382
6275,1XTY,Q980V1
6276,1XTZ,Q12189
6277,1XU7,P28845
6278,1XUQ,Q81LW0
6279,1XV5,P04519
6280,1XVI,P76329
6281,1XVQ,P9WG35
6282,1XVS,Q9KUS3
6283,1XVW,P9WIE3
6284,1XVY,P21408
6285,1XW3,Q9BYN0
6286,1XW8,P75746
6287,1XW9,Q9V429
6288,1XWI,O75351
6289,1XWO,P33110
6290,1XWR,P03042
6291,1XWV,Q00855
6292,1XWW,P24666
6293,1XWY,P27859
6294,1XX1,Q8I914
6295,1XX4,P23965
6296,1XX6,Q97F65
6297,1XXA,P0A6D0
6298,1XXG,P0A0L8
6299,1XXL,O31474
6300,1XXN,P18429
6301,1XXS,Q9I834
6302,1XXX,P9WP25
6303,1XY1,P01175
6304,1XY7,Q9LV66
6305,1XYG,Q93Z70
6306,1XYH,Q9H2H8
6307,1XYN,P36218
6308,1XZO,P54178
6309,1XZP,Q9WYA4
6310,1XZW,Q9SE00
6311,1Y01,Q9NZD4
6312,1Y02,Q8WZ73
6313,1Y0B,P42085
6314,1Y0E,P65517
6315,1Y0G,P0A8X2
6316,1Y0H,O86332
6317,1Y0M,P10686
6318,1Y0N,Q9HYE3
6319,1Y0Z,Q9LIG0
6320,1Y10,P9WMU9
6321,1Y12,Q9I747
6322,1Y14,P20433
6323,1Y17,Q9DEF9
6324,1Y19,O70161
6325,1Y1E,Q8NBK3
6326,1Y1N,P9WK19
6327,1Y1O,Q5KXY4
6328,1Y1U,P42230
6329,1Y23,O07513
6330,1Y2I,Q83LS2
6331,1Y2Q,Q9UZ14
6332,1Y2T,Q00022
6333,1Y37,Q1JU72
6334,1Y3T,P42106
6335,1Y42,P12063
6336,1Y43,P24665
6337,1Y44,P54548
6338,1Y4J,Q8NBJ7
6339,1Y4M,P60508
6340,1Y4W,Q96TU3
6341,1Y4Y,P42013
6342,1Y52,P56734
6343,1Y5E,Q816R0
6344,1Y5M,P50172
6345,1Y5Y,Q9FA38
6346,1Y62,P0C1X2
6347,1Y67,Q9RUV2
6348,1Y6I,P72583
6349,1Y6L,Q96LR5
6350,1Y6X,P9WMM9
6351,1Y75,Q5G291
6352,1Y79,P24171
6353,1Y7E,P0C925
6354,1Y7M,O34816
6355,1Y7O,P63788
6356,1Y7P,O28869
6357,1Y82,Q8U3V0
6358,1Y88,O28724
6359,1Y8G,O08679
6360,1Y8N,P10515
6361,1Y8Q,Q9UBE0
6362,1Y8T,O53896
6363,1Y96,Q8WXD5
6364,1Y97,Q9BQ50
6365,1Y9A,P35630
6366,1Y9L,P0A1X2
6367,1Y9R,P08235
6368,1YA0,Q92540
6369,1YA5,O15273
6370,1YA9,P08226
6371,1YAA,P23542
6372,1YAC,P21367
6373,1YAD,P25053
6374,1YAG,P60010
6375,1YAL,P14080
6376,1YAT,P20081
6377,1YAV,O31698
6378,1YAX,P0DM80
6379,1YB1,Q8NBQ5
6380,1YB5,Q08257
6381,1YBD,P65932
6382,1YBE,Q8UIS9
6383,1YBH,P17597
6384,1YBT,O07732
6385,1YBW,Q04756
6386,1YBX,A3DHB8
6387,1YBY,A3DDQ3
6388,1YC5,Q9WYW0
6389,1YCD,P38777
6390,1YCE,Q8KRV3
6391,1YCF,Q9FDN7
6392,1YCK,O75594
6393,1YCN,Q9SYT0
6394,1YCQ,P56273
6395,1YCS,Q13625
6396,1YCZ,Q9WYA3
6397,1YD6,Q5KWH6
6398,1YD9,Q02874
6399,1YDE,Q9BPX1
6400,1YDG,Q9RYU4
6401,1YDH,Q84MC2
6402,1YDI,O43707
6403,1YDL,Q6ZYL4
6404,1YDM,P54491
6405,1YDO,O34873
6406,1YDW,Q9SZ83
6407,1YDX,Q49434
6408,1YE8,O67322
6409,1YEA,P00045
6410,1YEW,Q607G3
6411,1YEY,Q8P3K2
6412,1YF2,Q57594
6413,1YFK,P18669
6414,1YFM,P08417
6415,1YFN,P0AFX7
6416,1YFU,Q1LCS4
6417,1YG9,P54958
6418,1YGA,P53757
6419,1YGG,A6VKV4
6420,1YGP,P06738
6421,1YGR,P20963
6422,1YGT,Q94524
6423,1YGU,P03077
6424,1YGY,P9WNX3
6425,1YGZ,P56153
6426,1YH2,Q9NPD8
6427,1YH3,P28907
6428,1YHU,P80592
6429,1YI8,Q9RVD6
6430,1YIF,P94489
6431,1YIQ,Q4W6G0
6432,1YIR,Q9HW26
6433,1YIS,Q21774
6434,1YIV,P0C6G6
6435,1YIX,P0AFQ7
6436,1YIY,Q17CS8
6437,1YJ5,Q9JLV6
6438,1YJ9,P10970
6439,1YJD,P10747
6440,1YJO,P05453
6441,1YK0,P01160
6442,1YK1,P16860
6443,1YK3,P9WK15
6444,1YK4,Q9V099
6445,1YK9,P9WQ35
6446,1YKE,P47822
6447,1YKK,P00436
6448,1YKS,P03314
6449,1YLA,P61086
6450,1YLE,P80357
6451,1YLI,P44886
6452,1YLK,P9WPJ7
6453,1YLM,O32126
6454,1YLN,Q9KNC3
6455,1YM3,P9WPJ9
6456,1YM5,P38765
6457,1YMG,P06624
6458,1YMP,Q01705
6459,1YMT,Q62227
6460,1YMY,P0AF18
6461,1YN3,Q99QS1
6462,1YN8,Q12163
6463,1YN9,P24656
6464,1YNA,O43097
6465,1YNF,P76216
6466,1YNR,P15452
6467,1YNS,Q9UHY7
6468,1YNZ,Q06449
6469,1YO5,O95238
6470,1YO8,P35442
6471,1YOB,P00324
6472,1YOE,P41409
6473,1YOW,Q13285
6474,1YOZ,O29321
6475,1YP0,P97947
6476,1YP2,P23509
6477,1YP5,Q04439
6478,1YPF,Q81JJ9
6479,1YPO,P78380
6480,1YPY,P07612
6481,1YQ3,Q5ZIS0
6482,1YQ5,P22536
6483,1YQ7,P14324
6484,1YQB,Q9H347
6485,1YQC,P63486
6486,1YQE,O29630
6487,1YQQ,P45563
6488,1YQZ,O52582
6489,1YR6,Q9UYR9
6490,1YRG,P41391
6491,1YRK,Q05655
6492,1YRL,P05793
6493,1YRP,O43293
6494,1YRV,Q5VVX9
6495,1YS3,P9WGK7
6496,1YS4,Q57658
6497,1YS6,P9WGM1
6498,1YSH,Q5I7K9
6499,1YSJ,P54955
6500,1YSP,P76268
6501,1YSQ,P37671
6502,1YT3,P09155
6503,1YT5,Q9X255
6504,1YTA,P0A784
6505,1YTD,Q9HJ28
6506,1YTL,O30273
6507,1YTM,O09460
6508,1YTQ,P43320
6509,1YTY,P05455
6510,1YU0,Q775D6
6511,1YU9,P20338
6512,1YUC,Q15466
6513,1YUE,P19896
6514,1YUK,P05107
6515,1YUL,Q9HX21
6516,1YUX,P30820
6517,1YUY,P26660
6518,1YVD,P35285
6519,1YVI,Q6VAK4
6520,1YVJ,P52333
6521,1YVK,O32248
6522,1YVO,Q9HUU7
6523,1YVP,P42700
6524,1YVU,O67434
6525,1YVW,Q81G00
6526,1YW0,Q8PDA8
6527,1YW4,Q7NU26
6528,1YW6,P76215
6529,1YWF,I6WXK4
6530,1YWH,Q03405
6531,1YWK,Q838L9
6532,1YWM,Q02192
6533,1YWO,Q13094
6534,1YWT,P31947
6535,1YX2,P54378
6536,1YXA,Q91WP6
6537,1YXB,Q9EWK0
6538,1YXH,Q6T179
6539,1YXM,Q9BY49
6540,1YXO,Q9I5U4
6541,1YXY,P65522
6542,1YY3,O32054
6543,1YYA,Q5SJR1
6544,1YYF,P39070
6545,1YYH,P46531
6546,1YYL,P35961
6547,1YYP,P08546
6548,1YZ1,P13693
6549,1YZ4,Q9H1R2
6550,1YZ6,Q9V0E4
6551,1YZG,Q96KC2
6552,1YZH,P67506
6553,1YZL,Q9R0M6
6554,1YZM,Q9H1K0
6555,1YZN,P01123
6556,1YZQ,P20340
6557,1YZT,Q9UL25
6558,1YZW,Q95W85
6559,1YZX,Q9Y2Q3
6560,1YZY,P44093
6561,1Z06,O35963
6562,1Z0A,P61019
6563,1Z0B,O29883
6564,1Z0F,P61106
6565,1Z0M,P80386
6566,1Z10,P11509
6567,1Z15,P0AD96
6568,1Z1A,P21691
6569,1Z1L,O00408
6570,1Z1S,Q9HYR3
6571,1Z1W,O93655
6572,1Z1X,Q5EE07
6573,1Z21,P68590
6574,1Z22,P35288
6575,1Z24,P00305
6576,1Z29,P50226
6577,1Z2L,P77425
6578,1Z2M,P05161
6579,1Z2N,Q9XYQ1
6580,1Z2U,P35129
6581,1Z2W,Q9QZ88
6582,1Z2Z,Q8Q0M2
6583,1Z3A,P68398
6584,1Z3E,P20429
6585,1Z3I,F1Q8K0
6586,1Z3S,O15123
6587,1Z41,P54550
6588,1Z45,P04397
6589,1Z4R,Q92830
6590,1Z4V,P04850
6591,1Z56,Q08387
6592,1Z57,P49759
6593,1Z5G,Q540U1
6594,1Z5S,P46060
6595,1Z5V,P23258
6596,1Z68,Q12884
6597,1Z69,Q46FV4
6598,1Z6I,Q9GNK5
6599,1Z6R,P50456
6600,1Z6U,Q96PU4
6601,1Z6X,P18085
6602,1Z6Y,Q9Y689
6603,1Z6Z,P35270
6604,1Z7C,P0DML2
6605,1Z7D,Q7RT90
6606,1Z7L,Q02053
6607,1Z7M,Q02129
6608,1Z7S,P22055
6609,1Z7W,P47998
6610,1Z7X,P13489
6611,1Z83,P00568
6612,1Z84,Q9FK51
6613,1Z8D,P11217
6614,1Z8K,Q9LS02
6615,1Z8L,Q04609
6616,1Z90,Q9M9P3
6617,1Z91,O34777
6618,1Z92,P01589
6619,1Z93,P07451
6620,1Z96,Q10256
6621,1Z9D,P65938
6622,1Z9F,Q9WZ73
6623,1Z9H,Q9N0A4
